time,intruder_id,tau_horiz,tau_vert,tau_min,cpa_dist_ft,range_ft,rel_alt_ft
0,2,1.1645640613402042,inf,1.1645640613402042,10.061482672470934,20.195479127738526,0
1,2,2732.779120107109,inf,2732.779120107109,10.07661032038278,19.87999776057768,0
2,2,2732.778069256882,inf,2732.778069256882,10.076602774459447,19.87999394350679,0
3,2,2732.7763120807294,inf,2732.7763120807294,10.076587688254486,19.879990122430502,0
4,2,2732.7752612302984,inf,2732.7752612302984,10.076580142312608,19.87998630535449,0
5,2,2761.4126789527522,inf,2761.4126789527522,10.07690238267476,20.195460399010184,0
6,2,2761.4116498170524,inf,2761.4116498170524,10.07689483671246,20.195456639586435,0
7,2,2761.4106210490654,inf,2761.4106210490654,10.076887290744988,20.195452884184338,0
8,2,2761.4088930542653,inf,2761.4088930542653,10.076872043977389,20.195449120731443,0
9,2,2761.4085306574834,inf,2761.4085306574834,10.076871848734402,20.195445361300195,0
10,2,2761.4068347809857,inf,2761.4068347809857,10.07685695198789,20.19544160186645,0
11,2,2732.7679229313762,inf,2732.7679229313762,10.076527457643712,19.879959639177432,0
12,2,2732.7675459457732,inf,2732.7675459457732,10.076527109156691,19.879955822080973,0
13,2,2732.7664947296757,inf,2732.7664947296757,10.076519563127444,19.879952000979113,0
14,2,2732.7654440536535,inf,2732.7654440536535,10.076512017095077,19.87994818587896,0
15,2,2761.4023745359304,inf,2761.4023745359304,10.076826709799944,20.195422873013825,0
16,2,2761.400678660965,inf,2761.400678660965,10.076811812997956,20.19541911356513,0
17,2,2761.4003162542745,inf,2761.4003162542745,10.076811617680988,20.195415354113933,0
18,2,2761.3986205639267,inf,2761.3986205639267,10.076796720862498,20.195411596672322,0
19,2,2761.3982579706494,inf,2761.3982579706494,10.076796525524948,20.195407835204048,0
20,2,2761.3965303476034,inf,2761.3965303476034,10.076781278650238,20.195404075745355,0
21,2,2732.758105534139,inf,2732.758105534139,10.076459331778025,19.879921517521954,0
22,2,2732.7570546739084,inf,2732.7570546739084,10.076451785669605,19.87991770039993,0
23,2,2732.755297503759,inf,2732.755297503759,10.07643669927941,19.879913879272493,0
24,2,2732.754952591552,inf,2732.754952591552,10.07643669342085,19.87991006214535,0
25,2,2761.39210200379,inf,2761.39210200379,10.076751386038959,20.195385348780537,0
26,2,2761.390374198385,inf,2761.390374198385,10.076736139106725,20.195381587294815,0
27,2,2761.390043528197,inf,2761.390043528197,10.076736293732868,20.195377827818675,0
28,2,2761.389014381714,inf,2761.389014381714,10.076728747566937,20.195374068340033,0
29,2,2761.3879854188444,inf,2761.3879854188444,10.076721201393788,20.19537031087098,0
30,2,2732.748665442313,inf,2732.748665442313,10.07639155365552,19.879887216759137,0
31,2,2732.7476142171754,inf,2732.7476142171754,10.076384007459732,19.87988339561125,0
32,2,2732.7465633519264,inf,2732.7465633519264,10.07637646125877,19.879879578463665,0
33,2,2732.7448063649485,inf,2732.7448063649485,10.076361374778049,19.87987575931209,0
34,2,2732.744461259528,inf,2732.744461259528,10.07636136882493,19.87987194015795,0
35,2,2761.3818290543654,inf,2761.3818290543654,10.076676061350128,20.195347820274087,0
36,2,2761.3807999039527,inf,2761.3807999039527,10.0766685151102,20.195344060775504,0
37,2,2761.3797707530457,inf,2761.3797707530457,10.076660968860999,20.195340301274417,0
38,2,2761.378043135244,inf,2761.378043135244,10.076645721819693,20.195336541770835,0
39,2,2761.3776807013105,inf,2761.3776807013105,10.076645526299245,20.195332782264753,0
40,2,2732.7374681448223,inf,2732.7374681448223,10.076308688237575,19.879849094618802,0
41,2,2732.7370909423503,inf,2732.7370909423503,10.07630833948031,19.87984527544678,0
42,2,2732.7360398919213,inf,2732.7360398919213,10.076300793184757,19.879841456272196,0
43,2,2732.7349888409904,inf,2732.7349888409904,10.07629324687993,19.879837637095054,0
44,2,2732.7339379697537,inf,2732.7339379697537,10.07628570056788,19.879833819916783,0
45,2,2761.3715244917453,inf,2761.3715244917453,10.076600385704063,20.19531029353074,0
46,2,2761.3698286245053,inf,2761.3698286245053,10.076585488624277,20.19530653400721,0
47,2,2761.369466180665,inf,2761.369466180665,10.07658529302985,20.19530277448118,0
48,2,2761.368437208495,inf,2761.368437208495,10.076577746680886,20.19529901696475,0
49,2,2761.3674078676145,inf,2761.3674078676145,10.076570200318553,20.19529525542163,0
50,2,2732.7276505804753,inf,2732.7276505804753,10.076240559693362,19.87981097222327,0
51,2,2732.7265995255293,inf,2732.7265995255293,10.076233013314537,19.879807153025684,0
52,2,2732.7248425442617,inf,2732.7248425442617,10.076217926657861,19.879803333825535,0
53,2,2732.72449741413,inf,2732.72449741413,10.076217920529073,19.879799514622828,0
54,2,2761.3615823344985,inf,2761.3615823344985,10.076524904802577,20.19527652608439,0
55,2,2761.3612518127543,inf,2761.3612518127543,10.076525059171855,20.19527276855051,0
56,2,2761.360222468436,inf,2761.360222468436,10.076517512744793,20.195269006989946,0
57,2,2761.359193307735,inf,2761.359193307735,10.07650996631051,20.19526524743898,0
58,2,2761.358830849836,inf,2761.358830849836,10.076509770612525,20.19526148788551,0
59,2,2761.3571351689643,inf,2761.3571351689643,10.076494873416182,20.19525773034164,0
60,2,2732.717159118568,inf,2732.717159118568,10.076165232696402,19.879772849572557,0
61,2,2732.7154021399806,inf,2732.7154021399806,10.07615014595643,19.879769030349408,0
62,2,2732.7150568179354,inf,2732.7150568179354,10.076150139742348,19.879765209122255,0
63,2,2732.7133000201443,inf,2732.7133000201443,10.07613505298588,19.87976139189542,0
64,2,2761.3520078811143,inf,2761.3520078811143,10.076457278220106,20.195238998868046,0
65,2,2761.350978716483,inf,2761.350978716483,10.076449731711826,20.195235239297137,0
66,2,2761.3506162486774,inf,2761.3506162486774,10.07644953593986,20.195231479723724,0
67,2,2761.3489203857416,inf,2761.3489203857416,10.076434638667447,20.195227720147816,0
68,2,2761.3478912196324,inf,2761.3478912196324,10.076427092131354,20.195223960569407,0
69,2,2761.3468303056547,inf,2761.3468303056547,10.07641919555044,20.1952202009885,0
70,2,2732.7059615149324,inf,2732.7059615149324,10.076082364505035,19.87973472466523,0
71,2,2732.70558445472,inf,2732.70558445472,10.076082015472368,19.87973090741796,0
72,2,2732.703859386064,inf,2732.703859386064,10.076067271367947,19.879727086165243,0
73,2,2732.7048941424196,inf,2732.7048941424196,10.076082002848327,19.87972326891285,0
74,2,2761.341703361722,inf,2761.341703361722,10.076381599897442,20.195201473414862,0
75,2,2761.3406740080977,inf,2761.3406740080977,10.076374053294568,20.195197711806905,0
76,2,2761.338978148588,inf,2761.338978148588,10.076359155936993,20.19519395220856,0
77,2,2761.3386156675992,inf,2761.3386156675992,10.076358960065116,20.195190192607708,0
78,2,2761.3382849320146,inf,2761.3382849320146,10.076359114217652,20.195186433004363,0
79,2,2761.336557325131,inf,2761.336557325131,10.076343866798576,20.195182673398516,0
80,2,2732.69543787431,inf,2732.69543787431,10.076006692921073,19.879696601504182,0
81,2,2732.6950928879564,inf,2732.6950928879564,10.076006686535424,19.879692784231356,0
82,2,2732.694041637286,inf,2732.694041637286,10.075999139867658,19.879688962953075,0
83,2,2732.6929907465155,inf,2732.6929907465155,10.07599159319472,19.879685145675126,0
84,2,2761.3314301726023,inf,2761.3314301726023,10.076306270682513,20.195163943688534,0
85,2,2761.3304009981775,inf,2761.3304009981775,10.076298723989154,20.195160184067745,0
86,2,2761.3293718232594,inf,2761.3293718232594,10.076291177286523,20.195156424444455,0
87,2,2761.3290410762074,inf,2761.3290410762074,10.076291331355819,20.19515266481867,0
88,2,2761.3273134719475,inf,2761.3273134719475,10.076276083853447,20.195148905190386,0
89,2,2732.685997704557,inf,2732.685997704557,10.075938909896747,19.879662301388173,0
90,2,2732.68565216588,inf,2732.68565216588,10.075938903421712,19.879658478087993,0
91,2,2732.685275079932,inf,2732.685275079932,10.07593855420224,19.879654660789612,0
92,2,2732.683550015408,inf,2732.683550015408,10.075923809914467,19.879650839485763,0
93,2,2732.682499119621,inf,2732.682499119621,10.075916263148992,19.879647022182258,0
94,2,2761.3211573026583,inf,2761.3211573026583,10.07623094054798,20.195126417737495,0
95,2,2761.3201279392038,inf,2761.3201279392038,10.07622339376003,20.195122656079658,0
96,2,2761.319098759373,inf,2761.319098759373,10.07621584696486,20.195118896431435,0
97,2,2761.3180695790493,inf,2761.3180695790493,10.07620830016042,20.19511513678071,0
98,2,2761.3177070716156,inf,2761.3177070716156,10.076208104092473,20.19511137712749,0
99,2,2732.6755058754397,inf,2732.6755058754397,10.075863579295394,19.87962417574096,0
100,2,2732.6751284181505,inf,2732.6751284181505,10.075863229990448,19.879620354416673,0
101,2,2732.674077518389,inf,2732.674077518389,10.075855683150973,19.879616537092733,0
102,2,2732.6737323240786,inf,2732.6737323240786,10.075855676567125,19.87961271776478,0
103,2,2732.6719753569473,inf,2732.6719753569473,10.075840589440116,19.879608898434263,0
104,2,2761.3108522693055,inf,2761.3108522693055,10.076155259450088,20.195088887513325,0
105,2,2761.310521499338,inf,2761.310521499338,10.076155413352993,20.195085127842663,0
106,2,2761.3081272333116,inf,2761.3081272333116,10.07613281493629,20.195081368169504,0
107,2,2761.307764715179,inf,2761.307764715179,10.076132618786968,20.195077608493847,0
108,2,2761.3074339413806,inf,2761.3074339413806,10.076132772662065,20.19507384881569,0
109,2,2732.665014176439,inf,2732.665014176439,10.075788247772392,19.87958605184008,0
110,2,2732.666016561126,inf,2732.666016561126,10.07580263616969,19.87958223249169,0
111,2,2732.6635858017185,inf,2732.6635858017185,10.075780351442926,19.879578413140738,0
112,2,2732.6625347162317,inf,2732.6625347162317,10.075772804499595,19.879574593787225,0
113,2,2761.301608306149,inf,2761.301608306149,10.076087474427815,20.19505511874547,0
114,2,2761.300579117511,inf,2761.300579117511,10.076079927466111,20.195051359052368,0
